recordNumber,dwc:genus,species,Day,Month,Year,Day.of.the.year
t-10,tabernaemontana,tabernaemontana odoratissima (stapf) leeuwenb.,9,11,2005,313
g2-37,tabernaemontana,tabernaemontana pachysiphon,3,11,1998,307
f-815,tabernaemontana,tabernaemontana pachysiphon stapf,3,11,1998,307
f-531,tabernaemontana,tabernaemontana pachysiphon stapf,3,11,1998,307
7ddf754f-d193-4cc9-b351-99906754a03b,tabernaemontana stapfiana,tabernaemontana stapfiana britten,8,6,2018,159
g1-385,tabernanthe,tabernanthe iboga baill.,4,1,1999,4
f-1012,tabernanthe,tabernanthe iboga baill.,4,1,1999,4
f-814,tacca,tacca leontopetaloides (l.) kuntze,11,3,2006,70
7ddf754f-d193-4cc9-b351-99906754a03b,,tarenna gaertn.,15,6,2018,166
7ddf754f-d193-4cc9-b351-99906754a03b,,tarenna gaertn.,24,10,2005,297
g2-214,tarenna,tarenna gaertn.,12,6,2018,163
f-1100,tarenna,tarenna gaertn.,24,10,2005,297
t-143,tarenna,tarenna gaertn.,26,10,2005,299
t-186,tarenna,tarenna pavettoides (harv.) sim,11,3,2006,70
g2-508,tarenna,tarenna pavettoides (harv.) sim subsp. affinis (k.schum.) bridson,12,3,2006,71
g1-23,tarenna,tarenna pavettoides subsp. affinis (k. schum.) bridson,29,7,1999,210
f-908,tarenna,tarenna pavettoides subsp. affinis (k. schum.) bridson,6,9,1984,250
7ddf754f-d193-4cc9-b351-99906754a03b,tarenna pavettoides,tarenna pavettoides subsp. affinis (k. schum.) bridson,12,3,2006,71
7ddf754f-d193-4cc9-b351-99906754a03b,tarenna pavettoides,tarenna pavettoides subsp. affinis (k. schum.) bridson,25,9,2000,269
7ddf754f-d193-4cc9-b351-99906754a03b,tarenna pavettoides,tarenna pavettoides subsp. affinis (k. schum.) bridson,28,11,1999,332
g2-166,tecoma,tecoma nyassae oliv.,16,7,1999,197
f-789,tecoma,tecoma nyassae oliv.,9,9,1999,252
f-1132,tecomaria,tecomaria capensis subsp. nyassae (oliv.) brummitt,29,10,2005,302
f-611,tecomaria,tecomaria spach,12,6,2018,163
f-926,tectaria,tectaria cav.,28,3,1996,88
f-346,tectaria,tectaria magnifica (bonap.) c. chr.,13,3,2006,72
g2-327,tephrosia,tephrosia aequilata baker,15,7,1999,196
g2-82,tephrosia,tephrosia aequilata baker,10,9,1999,253
g2-500,tephrosia,tephrosia interrupta subsp. mildbraedii (harms) j.b. gillett,12,11,1999,316
f-169,tephrosia,tephrosia pumila var. pumila,6,1,1999,6
f-508,tephrosia,tephrosia vogelii hook. f.,15,7,1999,196
g2-436,terminalia,terminalia stuhlmannii engl.,17,3,2003,76
g1-226,terminalia,terminalia stuhlmannii engl.,17,3,2003,76
f-1057,ternstroemia,ternstroemia polypetala melch.,8,10,1982,281
g1-171,ternstroemia,ternstroemia polypetala melch.,6,11,2005,310
g1-384,tetracera,tetracera l.,28,6,2002,179
f-1006,tetracera,tetracera l.,1,7,1999,182
g1-243,tetracera,tetracera litoralis gilg,31,3,1996,91
f-1020,tetracera,tetracera litoralis gilg,7,4,1999,97
f-300,tetracera,tetracera litoralis gilg,12,4,1999,102
,tetracera litoralis,tetracera litoralis gilg,4,1,1999,4
g2-445,tetradenia,tetradenia galpinii,25,9,2000,269
g2-492,tetradenia,tetradenia galpinii (n.e. br.) phillipson & c. steyn,25,9,2000,269
7ddf754f-d193-4cc9-b351-99906754a03b,tetradenia riparia,tetradenia riparia (hochst.) codd,28,11,1999,332
g2-49,thalictrum,thalictrum rhynchocarpum,17,7,1999,198
f-1140,thalictrum,thalictrum rhynchocarpum quart.-dill. & a. rich.,17,7,1999,198
t-168,thalictrum,thalictrum rhynchocarpum quart.-dill. & a. rich.,5,11,2005,309
g1-74,thecacoris,thecacoris trichogyne müll. arg.,25,10,1905,298
t-189,thecacoris,thecacoris trichogyne müll. arg.,25,10,1905,298
f-624,thelypteris,thelypteris confluens (thunb.) c.v. morton,20,7,1999,201
f-274,thelypteris,thelypteris dentata,1,7,1999,182
g1-8,thelypteris,thelypteris dentata var. dentata,1,7,1999,182
f-959,thesium,thesium triflorum thunb. ex l. f.,5,11,2005,309
f-519,thunbergia,thunbergia alata,28,1,1999,28
f-71,thunbergia,thunbergia alata bojer ex sims,28,1,1999,28
g2-366,thunbergia,thunbergia alata bojer ex sims,13,7,1999,194
f-769,thunbergia,thunbergia heterochondros (mildbr.) vollesen,1,6,1999,152
g2-233,thunbergia,thunbergia heterochondros (mildbr.) vollesen,6,11,1997,310
7ddf754f-d193-4cc9-b351-99906754a03b,thunbergia heterochondros,thunbergia heterochondros (mildbr.) vollesen,9,11,2005,313
7ddf754f-d193-4cc9-b351-99906754a03b,thunbergia petersiana,thunbergia petersiana lindau,16,6,1995,167
f-205,thunbergia,thunbergia schliebenii vollesen,7,6,2002,158
f-1179,thunbergia,thunbergia usambarica lindau,27,10,2005,300
g1-239,undesignated,tiliaceae juss.,5,4,1999,95
f-12,tiliacora,tiliacora funifera (miers) oliv.,8,6,2018,159
f-516,tiliacora,tiliacora funifera (miers) oliv.,24,10,2005,297
d9a4eedb-e985-4456-ad46-3df8472e00e8,tiliacora funifera,tiliacora funifera (miers) oliv.,24,10,2001,297
f-603,tinnea,tinnea mirabilis (bullock) vollesen,16,3,2003,75
g1-396,tinnea,tinnea vesiculosa gürke,29,10,2005,302
g2-441,toddalia,toddalia asiatica (l.) lam.,28,6,2002,179
g1-81,toddalia,toddalia asiatica (l.) lam.,13,7,1999,194
g1-348,toddalia,toddalia asiatica (l.) lam.,28,11,1999,332
7ddf754f-d193-4cc9-b351-99906754a03b,toddalia asiatica,toddalia asiatica (l.) lam.,28,6,2002,179
7ddf754f-d193-4cc9-b351-99906754a03b,,torenia thouarsii (cham. & schltdl.) kuntze,14,1,1999,14
f-348,torenia,torenia thouarsii (cham. & schltdl.) kuntze,4,1,1999,4
t-193,torenia,torenia thouarsii (cham. & schltdl.) kuntze,28,11,1999,332
f-821,toussaintia,toussaintia patriciae q. luke & deroin,1,10,2001,274
7ddf754f-d193-4cc9-b351-99906754a03b,toussaintia patriciae,toussaintia patriciae q. luke & deroin,28,9,2001,271
g2-533,toussaintia,toussaintia patriciae q.luke & deroin,1,10,2001,274
f-422,tragia,tragia brevipes pax,9,8,1999,221
f-1042,tragia,tragia furialis bojer ex prain,11,3,2006,70
f-1043,tragia,tragia l.,28,10,2005,301
g2-128,tragia,tragia l.,28,11,1999,332
f-684,treculia,treculia africana decne.,4,1,1999,4
f-1113,treculia,treculia africana decne.,5,7,1995,186
g1-293,treculia,treculia africana subsp. africana,9,11,2005,313
g1-337,treculia,treculia africana subsp. africana,19,12,1998,353
f-1014,trema,trema orientalis (l.) blume,1,7,1999,182
f-849,trema,trema orientalis (l.) blume,23,12,1998,357
7ddf754f-d193-4cc9-b351-99906754a03b,trema orientale,trema orientalis (l.) blume,5,10,1998,278
g2-30,triaspis,triaspis macropteron subsp. massaiensis (nied.) launert,17,3,2003,76
f-63,tribulus,tribulus terrestris l.,9,12,1998,343
g2-412,tricalysia,tricalysia,20,3,2002,79
7ddf754f-d193-4cc9-b351-99906754a03b,tricalysia vanroechoudtii,tricalysia a. rich. ex dc.,11,3,2006,70
f-1119,tricalysia,tricalysia a. rich. ex dc.,28,9,2001,271
f-1146,tricalysia,tricalysia a. rich. ex dc.,24,10,2005,297
g1-322,tricalysia,tricalysia a. rich. ex dc.,26,10,2005,299
f-941,tricalysia,tricalysia a. rich. ex dc.,26,10,2005,299
t-119,tricalysia,tricalysia a. rich. ex dc.,27,10,2005,300
f-209,tricalysia,tricalysia a. rich. ex dc.,27,10,2005,300
g1-253,tricalysia,tricalysia a. rich. ex dc.,9,11,2005,313
g2-432,tricalysia,tricalysia aciculiflora robbr.,19,6,1979,170
g2-64,tricalysia,tricalysia aciculiflora robbr.,19,6,1979,170
f-622,tricalysia,tricalysia aciculiflora robbr.,19,6,1979,170
f-632,tricalysia,tricalysia aciculiflora robbr.,19,6,1979,170
f-779,tricalysia,tricalysia acocantheroides k. schum.,14,9,1999,257
f-905,tricalysia,tricalysia gilchristii brenan,31,7,1999,212
f-345,tricalysia,tricalysia pallens hiern,14,1,1999,14
f-1180,tricalysia,tricalysia pallens hiern,16,10,1998,289
g2-521,tricalysia,tricalysia pallens hiern,3,11,1998,307
g2-469,tricalysia,tricalysia pallens hiern,3,11,1998,307
g2-15,trichilia,trichilia lovettii cheek,26,10,2005,299
f-638,trichilia,trichilia lovettii cheek,2,12,1983,336
f-1114,trichilia,trichilia p. browne,26,1,1999,26
g2-360,trichocladus,trichocladus goetzei engl.,28,9,1901,271
g2-31,trichocladus,trichocladus goetzei engl.,2,10,1900,275
f-161,trichocladus,trichocladus goetzei engl.,3,10,1900,276
f-1176,trichocladus,trichocladus goetzei engl.,18,10,1902,291
7ddf754f-d193-4cc9-b351-99906754a03b,trichocladus goetzei,trichocladus goetzei engl.,5,11,1905,309
7ddf754f-d193-4cc9-b351-99906754a03b,trichocladus crinitus,trichocladus pers.,29,10,2005,302
f-420,trichodesma,trichodesma zeylanicum (burm. f.) r. br.,12,11,1998,316
f-227,trichodesma,trichodesma zeylanicum (burm. f.) r. br.,19,12,1998,353
g1-229,trichoscypha,trichoscypha ulugurensis subsp. ulugurensis,27,10,2005,300
f-743,triclisia,triclisia sacleuxii var. sacleuxii,8,2,1999,39
g1-238,tridax,tridax procumbens l.,2,1,1999,2
t-172,tridax,tridax procumbens l.,13,5,1999,133
t-77,tridax,tridax procumbens l.,6,10,1998,279
t-102,tridax,tridax procumbens l.,9,11,2005,313
7ddf754f-d193-4cc9-b351-99906754a03b,tridax procumbens,tridax procumbens l.,2,1,1999,2
g2-463,trifolium,trifolium simense fresen.,31,5,2002,151
f-335,trifolium,trifolium usambarense taub.,14,10,2002,287
t-74,tristicha,tristicha trifaria (bory ex willd.) spreng.,9,11,2005,313
f-460,triumfetta,triumfetta annua,28,6,1999,179
g1-162,triumfetta,triumfetta annua l.,28,6,1999,179
7ddf754f-d193-4cc9-b351-99906754a03b,triumfetta rhomboidea,triumfetta rhomboidea,6,9,1999,249
t-188,triumfetta,triumfetta rhomboidea jacq.,8,6,1999,159
f-1147,triumfetta,triumfetta rhomboidea jacq.,9,6,1999,160
7ddf754f-d193-4cc9-b351-99906754a03b,triumfetta tomentosa,triumfetta tomentosa bojer,29,7,1999,210
t-157,trochomeria,trochomeria macrocarpa (sond.) hook. f.,26,10,1905,299
f-884,turraea,turraea floribunda hochst.,30,10,2005,303
f-389,turraea,turraea holstii gürke,30,7,1999,211
f-702,turraea,turraea holstii gürke,9,8,1999,221
f-372,turraea,turraea l.,21,1,1999,21
t-150,turraea,turraea l.,16,4,2002,106
f-260,turraea,turraea nilotica kotschy & peyr.,8,2,1999,39
t-34,turraea,turraea nilotica kotschy & peyr.,1,7,1999,182
,turraea robusta,turraea robusta gürke,4,9,1999,247
t-37,tylophora,tylophora anomala n.e. br.,30,10,1905,303
f-674,tylophora,tylophora gracillima markgr.,26,10,2005,299
f-1163,tylophora,tylophora r. br.,1,11,2005,305
t-51,tylophora,tylophora sylvatica decne.,5,2,1999,36
g2-168,tylophora,tylophora sylvatica decne.,11,3,2006,70
g2-335,tylophora,tylophora tridactylata goyder,25,10,2005,298
f-190,tylophora,tylophora tridactylata goyder,25,10,2005,298
7ddf754f-d193-4cc9-b351-99906754a03b,tylosema fassoglensis,tylosema fassoglensis (kotschy ex schweinf.) torre & hill,15,12,1998,349
g1-117,uapaca,uapaca baill.,2,7,2002,183
7ddf754f-d193-4cc9-b351-99906754a03b,uapaca kirkiana,uapaca kirkiana,11,12,1999,345
f-697,uapaca,uapaca kirkiana müll. arg.,3,4,1999,93
g1-233,uapaca,uapaca kirkiana müll. arg.,15,7,1999,196
f-118,uapaca,uapaca kirkiana müll. arg.,12,11,1999,316
g1-155,uapaca,uapaca nitida müll. arg.,3,7,1995,184
7ddf754f-d193-4cc9-b351-99906754a03b,uapaca mole,uapaca paludosa aubrév. & leandri,23,10,1905,296
t-113,undesignated,ulmaceae mirb.,21,1,1999,21
f-1022,undesignated,ulmaceae mirb.,25,1,1999,25
7ddf754f-d193-4cc9-b351-99906754a03b,,uncaria africana g. don,1,6,1999,152
f-829,uncaria,uncaria africana g. don,1,6,1999,152
g1-358,uncaria,uncaria africana g. don,5,9,1999,248
f-193,uncaria,uncaria africana g. don,14,9,1999,257
g2-313,uncaria,uncaria africana g. don,2,10,1998,275
g2-186,uncaria,uncaria africana g.don,5,9,1999,248
7ddf754f-d193-4cc9-b351-99906754a03b,,uncaria schreb.,9,11,2005,313
g1-151,urera,urera gaudich.,9,11,2005,313
f-598,urera,urera hypselodendron (hochst. ex a. rich.) wedd.,12,6,2018,163
f-744,undesignated,urticaceae juss.,24,8,2010,236
7ddf754f-d193-4cc9-b351-99906754a03b,,uvaria  l.,30,11,2006,334
,,uvaria  l.,30,11,2006,334
7ddf754f-d193-4cc9-b351-99906754a03b,,uvaria  l.,30,11,2006,334
7ddf754f-d193-4cc9-b351-99906754a03b,uvaria acuminata,uvaria acuminata oliv.,27,1,1999,27
,uvaria acuminata,uvaria acuminata oliv.,4,4,1999,94
7ddf754f-d193-4cc9-b351-99906754a03b,,uvaria dependens engl. & diels,28,11,2006,332
,,uvaria dependens engl. & diels,28,11,2006,332
f-27,uvaria,uvaria dependens engl. & diels,27,9,2001,270
f-616,uvaria,uvaria dependens engl. & diels,28,11,2006,332
f-454,uvaria,uvaria dependens engl. & diels,28,11,2006,332
f-83,uvaria,uvaria dependens engl. & diels,28,11,2006,332
f-1096,uvaria,uvaria l.,28,1,1999,28
f-995,uvaria,uvaria l.,29,10,2005,302
7ddf754f-d193-4cc9-b351-99906754a03b,uvariodendron angustifolium,uvariodendron (engl. & diels) r.e. fr.,24,8,2010,236
f-355,uvariopsis,uvariopsis congensis,27,9,2000,271
7ddf754f-d193-4cc9-b351-99906754a03b,uvariopsis zenkeri,uvariopsis engl.,23,10,2005,296
g1-26,uvariopsis,uvariopsis lovettiana ,26,9,2001,269
f-881,uvariopsis,uvariopsis lovettiana ,16,10,2002,289
f-943,uvariopsis,uvariopsis lovettiana ,24,10,2005,297
f-1123,uvariopsis,uvariopsis lovettiana ,8,11,1997,312
t-44,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
7ddf754f-d193-4cc9-b351-99906754a03b,uvariopsis lovettiana,uvariopsis lovettiana ,27,9,2000,271
f-468,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
f-465,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
f-168,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
f-119,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
f-113,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
f-100,uvariopsis,uvariopsis lovettiana ,30,11,2006,334
7ddf754f-d193-4cc9-b351-99906754a03b,uvariopsis lovettiana,uvariopsis lovettiana ,30,11,2006,334
f-404,vangueria,vangueria apiculata k. schum.,25,10,2005,298
g1-156,vangueria,vangueria fuscosetulosa (verdc.) lantz,17,6,1979,168
t-83,vangueria,vangueria fuscosetulosa (verdc.) lantz,31,7,1999,212
g2-465,vangueria,vangueria infastuata,29,10,1998,302
t-64,vangueria,vangueria infausta,17,1,1999,17
f-341,vangueria,vangueria infausta,28,1,1999,28
f-953,vangueria,vangueria infausta,22,7,1999,203
f-74,vangueria,vangueria infausta,29,10,1998,302
7ddf754f-d193-4cc9-b351-99906754a03b,vangueria infausta,vangueria infausta,29,10,1998,302
7ddf754f-d193-4cc9-b351-99906754a03b,vangueria infausta,vangueria infausta,18,12,1998,352
f-1040,vangueria,vangueria infausta,29,10,1998,302
f-167,vangueria,vangueria volkensii k. schum.,2,7,2002,183
f-856,vangueria,vangueria volkensii k. schum.,3,11,2005,307
7ddf754f-d193-4cc9-b351-99906754a03b,vangueria volkensii,vangueria volkensii k. schum.,10,2,2000,41
f-541,vepris,vepris comm. ex a. juss.,9,6,2018,160
g1-75,vepris,vepris comm. ex a. juss.,27,10,2005,300
t-170,vepris,vepris morogorensis (kokwaro) mziray,2,7,2002,183
7ddf754f-d193-4cc9-b351-99906754a03b,vepris simplicifolia,vepris simplicifolia mziray,11,3,2006,70
7ddf754f-d193-4cc9-b351-99906754a03b,,vepris stolzii i. verd.,30,7,1999,211
7ddf754f-d193-4cc9-b351-99906754a03b,,vepris stolzii i. verd.,31,10,2005,304
g1-43,vepris,vepris stolzii i. verd.,31,7,1999,212
f-903,vepris,vepris stolzii i. verd.,9,9,1999,252
g2-334,undesignated,verbenaceae j. st.-hil.,14,1,1999,14
g2-409,undesignated,verbenaceae j. st.-hil.,29,10,1998,302
g1-83,vernonia,vernonia adoensis sch. bip. ex walp.,22,7,1999,203
f-462,vernonia,vernonia auriculifera hiern,19,7,1999,200
g2-368,vernonia,vernonia calvoana subsp. leucocalyx (o. hoffm.) c. jeffrey,27,9,2000,271
f-851,vernonia,vernonia calvoana subsp. leucocalyx (o. hoffm.) c. jeffrey,31,10,2005,304
7ddf754f-d193-4cc9-b351-99906754a03b,,vernonia cinerea (l.) less.,1,10,1998,274
7ddf754f-d193-4cc9-b351-99906754a03b,,vernonia cinerea var. cinerea,1,10,1998,274
,gymnanthemum exsertiflorum,vernonia exsertiflora baker,8,9,1999,251
t-192,vernonia,vernonia galamensis (cass.) less.,28,6,1999,179
7ddf754f-d193-4cc9-b351-99906754a03b,,vernonia glabra,4,6,1999,155
f-1204,vernonia,vernonia glabra (steetz) vatke,4,6,1999,155
f-262,vernonia,vernonia glabra var. glabra,8,10,1998,281
f-898,vernonia,vernonia holstii o. hoffm.,29,6,2002,180
g1-232,vernonia,vernonia holstii o. hoffm.,21,7,1999,202
f-250,vernonia,vernonia holstii o. hoffm.,24,10,2005,297
g1-168,vernonia,vernonia lasiopus o. hoffm.,12,7,1999,193
7ddf754f-d193-4cc9-b351-99906754a03b,,vernonia lasiopus var. iodocalyx (o. hoffm.) c. jeffrey,22,9,2001,265
f-715,vernonia,vernonia luhomeroensis q. luke & beentje,24,9,2000,268
f-1092,vernonia,vernonia luhomeroensis q. luke & beentje,16,10,2002,289
t-141,vernonia,vernonia luhomeroensis q. luke & beentje,18,10,2002,291
t-142,vernonia,vernonia natalensis oliv. & hiern,25,10,1905,298
f-902,vernonia,vernonia pteropoda oliv. & hiern,5,11,2005,309
7ddf754f-d193-4cc9-b351-99906754a03b,,vernonia schreb.,24,5,2019,144
g2-245,vernonia,vernonia schreb.,12,6,2018,163
t-1,vernonia,vernonia stuhlmannii o. hoffm.,16,7,2003,197
f-49,vernonia,vernonia stuhlmannii o. hoffm.,4,11,1997,308
7ddf754f-d193-4cc9-b351-99906754a03b,gymnanthemum thomsonianum,vernonia thomsoniana oliv. & hiern,14,9,1999,257
g2-494,gymnanthemum,vernonia thomsoniana oliver & hiern ex oliver,14,9,1999,257
g1-192,vernonia,vernonia tolypophora mattf.,22,7,1999,203
f-1016,vernonia,vernonia undulata oliv. & hiern,27,10,2005,300
7ddf754f-d193-4cc9-b351-99906754a03b,,vernonia wollastonii s. moore,26,10,2005,299
f-775,veronica,veronica abyssinica fresen.,28,11,1999,332
,veronica abyssinica,veronica abyssinica fresen.,28,11,1999,332
f-763,vigna,vigna luteola (jacq.) benth.,17,10,2002,290
f-173,vigna,vigna unguiculata (l.) walp.,16,12,1998,350
7ddf754f-d193-4cc9-b351-99906754a03b,vigna verdcourtii,vigna verdcourtii pasquet,6,10,1900,279
g2-184,vigna,vigna vexillata (l.) a. rich.,22,7,1999,203
7ddf754f-d193-4cc9-b351-99906754a03b,vigna vexillata,vigna vexillata var. vexillata,2,6,2002,153
7ddf754f-d193-4cc9-b351-99906754a03b,viola abyssinica,viola abyssinica steud. ex oliv.,28,11,1999,332
,,violaceae batsch,4,4,1999,94
7ddf754f-d193-4cc9-b351-99906754a03b,,violaceae batsch,16,10,1998,289
f-15,undesignated,violaceae batsch,16,10,1998,289
f-331,undesignated,viscaceae batsch,4,4,1999,94
g2-295,viscum,viscum engleri tiegh.,28,11,1999,332
t-176,viscum,viscum engleri tiegh.,8,11,2005,312
7ddf754f-d193-4cc9-b351-99906754a03b,,vismia orientalis engl.,10,3,2006,69
7ddf754f-d193-4cc9-b351-99906754a03b,,vitaceae juss.,7,10,1998,280
f-977,undesignated,vitaceae juss.,29,10,1998,302
g2-96,undesignated,vitaceae juss.,23,12,1998,357
f-1044,undesignated,vitaceae juss.,29,12,1998,363
f-1,vitex,vitex buchananii,7,4,1999,97
f-1231,vitex,vitex buchananii baker ex gürke,7,4,1999,97
f-933,vitex,vitex doniana sweet,2,2,1999,33
f-900,vitex,vitex ferruginea schumach. & thonn.,22,6,2002,173
g2-488,vittaria,vittaria guineensis  var. orientalis,29,1,1971,29
f-432,haplopteris,vittaria schliebenii reimers,1,11,1905,305
g2-369,vittaria,vittaria volkensii,28,9,2001,271
f-86,voacanga,voacanga africana,4,2,1998,35
7ddf754f-d193-4cc9-b351-99906754a03b,voacanga africana,voacanga africana,18,12,1998,352
f-466,voacanga,voacanga africana stapf,6,1,1999,6
f-399,voacanga,voacanga africana stapf,6,1,1999,6
f-530,voacanga,voacanga africana stapf,4,2,1998,35
7ddf754f-d193-4cc9-b351-99906754a03b,voacanga africana,voacanga africana stapf,4,2,1998,35
7ddf754f-d193-4cc9-b351-99906754a03b,voacanga africana,voacanga africana stapf,18,12,1998,352
7ddf754f-d193-4cc9-b351-99906754a03b,voacanga africana,voacanga africana stapf,18,12,1998,352
f-458,wahlenbergia,wahlenbergia hirsuta (edgew.) tuyn,5,8,1999,217
g2-321,wahlenbergia,wahlenbergia virgata engl.,12,2,2000,43
f-548,warneckea,warneckea gilg,27,10,2005,300
g1-59,warneckea,warneckea schliebenii (markgr.) jacq.-fél.,28,9,2001,271
f-194,wedelia,wedelia africana p. beauv.,3,4,1999,93
f-357,whitfieldia,whitfieldia elongata (p. beauv.) de wild. & t. durand,27,10,2005,300
f-859,wissadula,wissadula rostrata (schumach.) planch.,28,6,1999,179
7ddf754f-d193-4cc9-b351-99906754a03b,xenostegia tridentata,xenostegia tridentata,1,6,1999,152
f-246,xenostegia,xenostegia tridentata (l.) d.f. austin & staples,1,6,1999,152
g2-483,xeroderris,xeroderris stuhlmannii (taub.) mendonça & sousa,16,6,1995,167
t-117,ximenia,ximenia caffra sond.,16,5,2001,136
g2-281,ximenia,ximenia caffra var. natalensis sond.,29,10,1998,302
f-380,xylopia,xylopia arenaria engl.,26,9,2000,270
g1-15,xylotheca,xylotheca tettensis var. kirkii (oliv.) wild,4,11,1997,308
7ddf754f-d193-4cc9-b351-99906754a03b,xylotheca tettensis,xylotheca tettensis var. kirkii (oliv.) wild,14,1,1999,14
7ddf754f-d193-4cc9-b351-99906754a03b,xylotheca tettensis,xylotheca tettensis var. kirkii (oliv.) wild,17,1,1999,17
f-625,xymalos,xymalos monospora (harv.) baill. ex warb.,8,6,2018,159
f-491,xymalos,xymalos monospora (harv.) baill. ex warb.,9,6,2018,160
