gbif:canonicalName,FAMILY,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
mischocarpus pentapetalus,,mischocarpus,mischocarpus pentapetalus,pentapetalus,,,,242
mitragyna diversifolia,,mitragyna,mitragyna diversifolia,diversifolia,9,12,1988,344
mitragyna parvifolia,,mitragyna,mitragyna parvifolia,parvifolia,30,8,1968,243
mitragyna parvifolia,,mitragyna,mitragyna parvifolia (roxb.) korth.,parvifolia,,,,
mitragyna rotundifolia,,mitragyna,mitragyna rotundifolia,rotundifolia,30,12,1944,365
mitragyna rotundifolia,,mitragyna,mitragyna rotundifolia kuntze,rotundifolia,10,5,1994,130
mitrasacme alsinoides,,mitrasacme,mitrasacme alsinoides,alsinoides,4,12,1944,339
mitrasacme pygmaea,,mitrasacme,mitrasacme pygmaea r.br.,pygmaea,,,,
mitrephora tomentosa,,mitrephora,mitrephora tomentosa hook.f. & thomson,tomentosa,29,2,1876,60
mollugo cerviana,,mollugo,mollugo cerviana,cerviana,10,10,1978,283
mollugo nudicaulis,,mollugo,mollugo nudicaulis lam.,nudicaulis,,,,
glinus oppositifolia,,glinus,mollugo oppositifolia,oppositifolia,1,8,1992,
mollugo pentaphylla,,mollugo,mollugo pentaphylla l.,pentaphylla,,,,
glinus oppositifolia,,glinus,mollugo spergula l.,oppositifolia,,,,214
mollugo pentaphylla,,mollugo,mollugo stricta,pentaphylla,18,7,1992,
mollugo pentaphylla,,mollugo,mollugo stricta  var. minor wall.,pentaphylla,,,,200
momordica charantia,,momordica,momordica charantia,charantia,2,9,1944,246
momordica cochinchinensis,,momordica,momordica cochinchinensis,cochinchinensis,29,7,1943,210
momordica cochinchinensis,,momordica,momordica cochinchinensis (loureiro) sprengel,cochinchinensis,,,,
momordica subangulata,,momordica,momordica subangulata blume,subangulata,,,,
monochoria,,monochoria,monochoria,,15,3,1979,74
monochoria,,monochoria,monochoria,,15,3,1979,74
monochoria hastata,,monochoria,monochoria hastata (l.) solms,hastata,19,4,1994,109
caulokaempferia secunda,,caulokaempferia,monolophus secunda wall.,secunda,,,,
,,morinda,morinda  l.,,16,3,1979,221
,,morinda,morinda angustifolia roxb.,angustifolia,25,4,1994,166
morinda citrifolia,,morinda,morinda elliptica (hook.f.) ridl.,citrifolia,,,,
,,morinda,morinda sp.,sp.,17,7,1992,
,,morinda,morinda sp.,sp.,31,7,1992,113
moringa oleifera,,moringa,moringa oleifera,oleifera,16,12,1944,351
,,mosla,mosla ocimoides,ocimoides,22,11,1872,49
,,mucuna,mucuna  adans.,,14,3,1979,219
murdannia blumei,,murdannia,murdannia blumei,blumei,30,11,1944,335
murdannia hookeri,,murdannia,murdannia hookeri (c.b.clarke) g.brückn.,hookeri,29,6,1850,180
murdannia hookeri,,murdannia,murdannia hookeri (c.b.clarke) g.brückn.,hookeri,29,6,1850,180
murdannia hookeri,,murdannia,murdannia hookeri (c.b.clarke) g.brückn.,hookeri,29,6,1850,180
murdannia japonica,,murdannia,murdannia japonica,japonica,17,7,1992,200
murdannia japonica,,murdannia,murdannia japonica,japonica,18,7,1992,199
murdannia nudiflora,,murdannia,murdannia nudiflora (l.) brenan,nudiflora,,,,
murraya paniculata,,murraya,murraya paniculata (l.) jack,paniculata,,,,
musa,,musa,musa  l.,,8,5,1997,128
musa acuminata,,musa,musa acuminata colla,acuminata,9,6,2000,161
musa ornata,,musa,musa ornata roxb.,ornata,24,4,1994,
musa ornata,,musa,musa ornata roxb.,ornata,,,,114
mussaenda,,mussaenda,mussaenda  l.,,21,4,1994,145
mussaenda,,mussaenda,mussaenda  l.,,25,5,1999,155
mussaenda,,mussaenda,mussaenda  l.,,3,6,2000,111
mussaenda frondosa,,mussaenda,mussaenda frondosa sensu blanco non l.,frondosa,15,8,1992,228
mussaenda roxburghii,,mussaenda,mussaenda roxburghii,roxburghii,6,8,1992,219
mussaenda roxburghii,,mussaenda,mussaenda roxburghii,roxburghii,15,8,1992,228
,,mycetia,mycetia longifolia (wall.) k.schum.,longifolia,9,6,2000,
,,mycetia,mycetia longifolia (wall.) kuntze,longifolia,8,8,1832,154
mycetia stipulata macrostachya,,mycetia,mycetia macrostachya (hook.f.) kuntze,stipulata,,,,
mycetia stipulata macrostachya,,mycetia,mycetia macrostachya (hook.f.) kuntze,stipulata,,,,
myriactis wallichii,,myriactis,myriactis wallichii,wallichii,11,10,1976,
myriactis wallichii,,myriactis,myriactis wallichii less.,wallichii,,,,285
myriophyllum tetrandrum,,myriophyllum,myriophyllum tetrandrum roxb.,tetrandrum,17,11,1978,321
myriophyllum muricatum,,myriophyllum,myriophyllum tuberculatum,muricatum,4,12,1944,339
myristica longifolia,,myristica,myristica longifolia wallich ex blume,longifolia,,,,
myristica longifolia,,myristica,myristica longifolia wallich ex blume,longifolia,,,,
myristica malabarica,,myristica,myristica malabarica,malabarica,30,8,1968,
myristica malabarica,,myristica,myristica malabarica,malabarica,,,,
myristica malabarica,,myristica,myristica malabarica lam.,malabarica,,,,243
myrsine thwaitesii,,myrsine,myrsine thwaitesii (mez) wadhwa,thwaitesii,,,,
myrsine wightiana,,myrsine,myrsine wightiana wall.,wightiana,,,,
myxopyrum smilacifolium,,myxopyrum,myxopyrum smilacifolium,smilacifolium,8,8,1886,304
myxopyrum smilacifolium,,myxopyrum,myxopyrum smilacifolium (wall.) blume subsp. smilacifolium,smilacifolium,31,10,1978,220
nageia wallichiana,,nageia,nageia wallichiana (c. presl) kuntze,wallichiana,,,,
nageia wallichiana,,nageia,nageia wallichiana (c.presl) kuntze,wallichiana,,,,
,,narenga,narenga porphyrocoma,porphyrocoma,6,12,1868,
nasturtium benghalense,,nasturtium,nasturtium benghalense dc.,benghalense,,,,
natsiatum herpeticum,,natsiatum,natsiatum herpeticum,herpeticum,,,,
natsiatum herpeticum,,natsiatum,natsiatum herpeticum,herpeticum,,,,
natsiatum herpeticum,,natsiatum,natsiatum herpeticum,herpeticum,,,,
natsiatum herpeticum,,natsiatum,natsiatum herpeticum,herpeticum,,,,
natsiatum herpeticum,,natsiatum,natsiatum herpeticum,herpeticum,,,,
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,271
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,
neolamarckia cadamba,,neolamarckia,nauclea cadamba roxb.,cadamba,,,,24
nauclea sericea,,nauclea,nauclea sericea wall.,sericea,,,,
neonauclea sessilifolia,,neonauclea,nauclea sessilifolia roxb.,sessilifolia,,,,
nelsonia canescens,,nelsonia,nelsonia brunelloides,canescens,20,2,1875,51
nelsonia canescens,,nelsonia,nelsonia brunelloides,canescens,3,3,1877,62
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,25,8,1933,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,1,9,1945,134
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,19,11,1961,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,1,1,1963,249
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,3,1965,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,4,1966,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,8,1968,327
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,8,1968,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,1,1973,59
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,9,1975,22
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,12,1980,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,25,8,1983,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,8,1996,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,1,2002,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,1,3,2005,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,27,1,2008,307
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,27,1,2008,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,15,7,2008,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,18,7,2008,179
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,7,2008,136
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,8,2008,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,25,11,2010,193
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,22,4,1889,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,61
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,27
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,164
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,,,,214
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,3,1907,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,15,5,1908,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,10,1908,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,6,1910,278
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,14,7,1919,236
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,29,10,1919,244
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,29,11,1919,323
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,8,1920,365
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,8,1923,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,9,1923,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,11,1923,365
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,18,5,1924,201
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,1,1925,122
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,5,1,1928,122
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,5,1928,143
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,17,2,1929,237
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,8,1929,241
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,1,1931,249
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,25,8,1933,270
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,25,8,1933,263
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,6,1934,70
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,18,5,1940,134
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,7,1940,306
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,3,1949,249
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,3,1949,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,11,3,1949,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,11,1955,239
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,8,1962,161
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,11,1962,136
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,11,1962,313
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,11,1962,24
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,7,1966,139
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,9,1966,193
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,27,8,1967,34
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,5,10,1967,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,11,7,1968,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,9,1969,302
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,10,6,1971,246
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,7,1973,43
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,26,7,1973,192
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,26,7,1973,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,19,11,1973,237
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,2,1975,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,4,1975,24
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,4,1975,339
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,5,1975,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1975,221
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,313
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,52
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,193
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,90
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,93
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,22
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,34
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,11,1977,143
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,7,12,1977,4
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,7,12,1977,143
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,7,12,1977,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,7,12,1977,341
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,3,1978,24
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,3,1978,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,7,1978,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,11,1978,140
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,22,1,1979,216
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,22,1,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,1,1979,79
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,1,1979,249
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,1,1979,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,1,1979,24
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,1,1979,342
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,1,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,5,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,5,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,5,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,5,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,6,1979,161
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,6,1979,32
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,6,1979,164
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,6,1979,255
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,7,1979,249
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,7,1979,342
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,7,1979,93
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,6,9,1979,24
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,6,9,1979,21
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,6,9,1979,4
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,6,9,1979,4
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,6,9,1979,193
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,6,9,1979,139
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,9,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,9,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,12,9,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,2,10,1979,76
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,12,1979,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,12,1979,201
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,1,2,1980,143
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,1,2,1980,255
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,1,2,1980,119
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,2,1980,98
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,2,1980,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,3,2,1980,122
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,11,9,1980,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,26,9,1980,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,26,9,1980,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,12,1980,1
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,12,1980,70
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,5,1981,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,5,1981,341
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,5,1981,255
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,5,1981,32
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,5,1981,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,5,1981,237
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,1,1982,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,31,3,1982,79
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,20,10,1982,27
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,1,1985,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,1,1985,40
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,1,1985,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,4,1,1985,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,18,6,1987,339
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,24,8,1987,339
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,17,9,1987,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,6,1988,311
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,1,1990,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,1,1990,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,9,10,1990,
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,23,11,1990,221
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,13,5,1992,102
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,28,10,1993,229
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,21,2,1994,325
neolamarckia cadamba,,neolamarckia,neolamarckia cadamba,cadamba,8,8,1996,61
