dwc:catalogNumber,Family,dwc:genus,species,Day,Month,Year,Day of the year
2389946,Arecaceae,phytelephas,phytelephas tenuicaulis,4,8,1966,216
nsw 459963,Annonaceae,porcelia,porcelia ponderosa,30,10,1990,303
v0047885f,Annonaceae,porcelia,porcelia ponderosa,19,11,1921,323
v0543185f,Annonaceae,porcelia,porcelia ponderosa,17,10,1982,290
865639,Annonaceae,porcelia,porcelia ponderosa,21,10,1993,294
u.1064937,Annonaceae,porcelia,porcelia ponderosa,20,11,1988,325
865637,Annonaceae,porcelia,porcelia ponderosa,29,9,1991,272
455208,Annonaceae,porcelia,porcelia ponderosa,19,11,1921,323
710096,Annonaceae,porcelia,porcelia ponderosa,21,9,1994,264
26235,Annonaceae,porcelia,porcelia ponderosa,19,11,1921,323
710138,Annonaceae,porcelia,porcelia ponderosa,30,10,2001,303
u.1064992,Annonaceae,porcelia,porcelia ponderosa,23,10,1984,297
u.1064988,Annonaceae,porcelia,porcelia ponderosa,23,5,1990,143
,Annonaceae,porcelia,porcelia ponderosa,30,10,1916,304
865638,Annonaceae,porcelia,porcelia ponderosa,27,8,1933,239
u.1064987,Annonaceae,porcelia,porcelia ponderosa,30,9,1999,273
u  0262800,Annonaceae,porcelia,porcelia ponderosa,23,10,1984,297
186566,Annonaceae,porcelia,porcelia ponderosa,18,3,1994,77
231349,Annonaceae,porcelia,porcelia ponderosa,21,10,1993,294
u.1662604,Annonaceae,porcelia,porcelia ponderosa,30,7,2010,211
u.1064939,Annonaceae,porcelia,porcelia ponderosa,13,11,1981,317
wag.1899867,Annonaceae,porcelia,porcelia ponderosa,16,5,2007,136
wag.1899862,Annonaceae,porcelia,porcelia ponderosa,30,10,2007,303
710137,Annonaceae,porcelia,porcelia ponderosa,26,10,2001,299
865640,Annonaceae,porcelia,porcelia ponderosa,21,10,1993,294
wag.1494782,Annonaceae,porcelia,porcelia ponderosa,21,6,2006,172
u.1662605,Annonaceae,porcelia,porcelia ponderosa,30,9,2009,273
u.1064940,Annonaceae,porcelia,porcelia ponderosa,13,11,1981,317
u.1064991,Annonaceae,porcelia,porcelia ponderosa,17,10,1982,290
u.1080025,Annonaceae,porcelia,porcelia ponderosa,26,10,2001,299
u.1080026,Annonaceae,porcelia,porcelia ponderosa,31,10,2001,304
u.1064989,Annonaceae,porcelia,porcelia ponderosa,21,5,1989,141
u.1080024,Annonaceae,porcelia,porcelia ponderosa,30,10,2001,303
u.1080028,Annonaceae,porcelia,porcelia ponderosa,21,10,1993,294
u.1064934,Annonaceae,porcelia,porcelia ponderosa,19,1,1983,19
u.1064935,Annonaceae,porcelia,porcelia ponderosa,27,8,1986,239
barcode/00039629,Annonaceae,porcelia,porcelia ponderosa,19,11,1921,323
wag.1494783,Annonaceae,porcelia,porcelia ponderosa,21,8,2006,233
3111747,Annonaceae,porcelia,porcelia ponderosa,26,8,2005,238
7075,Annonaceae,porcelia,porcelia ponderosa,18,3,1994,77
756270,Annonaceae,porcelia,porcelia ponderosa,28,10,1986,301
3341204,Annonaceae,porcelia,porcelia ponderosa,21,8,2006,233
2204489,Annonaceae,porcelia,porcelia ponderosa,26,9,2003,269
756519,Annonaceae,porcelia,porcelia ponderosa,27,8,1986,239
3489981,Annonaceae,porcelia,porcelia ponderosa,30,10,2007,303
100407002,Annonaceae,porcelia,porcelia ponderosa,30,7,2010,211
100787075,Annonaceae,porcelia,porcelia ponderosa,17,11,2013,321
2136625,Annonaceae,porcelia,porcelia ponderosa,19,11,1921,323
3394159,Annonaceae,porcelia,porcelia ponderosa,18,11,1993,322
3112714,Annonaceae,porcelia,porcelia ponderosa,26,2,2005,57
100406156,Annonaceae,porcelia,porcelia ponderosa,30,9,2009,273
2737173,Annonaceae,porcelia,porcelia ponderosa,15,10,2004,289
100621142,Annonaceae,porcelia,porcelia ponderosa,23,7,2013,204
3393181,Annonaceae,porcelia,porcelia ponderosa,20,11,1988,325
3340763,Annonaceae,porcelia,porcelia ponderosa,21,6,2006,172
100620305,Annonaceae,porcelia,porcelia ponderosa,23,7,2013,204
2747950,Annonaceae,porcelia,porcelia ponderosa,24,2,2004,55
101220379,Annonaceae,porcelia,porcelia ponderosa,19,7,2019,200
3394567,Annonaceae,porcelia,porcelia ponderosa,21,9,1994,264
100621158,Annonaceae,porcelia,porcelia ponderosa,23,7,2013,204
1185763,Annonaceae,porcelia,porcelia ponderosa,19,11,1921,323
1230747,Annonaceae,porcelia,porcelia ponderosa,22,4,1921,112
1856872,Annonaceae,porcelia,porcelia ponderosa,22,3,2002,81
3382,Annonaceae,porcelia,porcelia ponderosa,28,4,1992,119
6185,Annonaceae,porcelia,porcelia ponderosa,21,10,1993,294
13967,Annonaceae,porcelia,porcelia ponderosa,21,3,1999,80
14824,Annonaceae,porcelia,porcelia ponderosa,18,9,2000,262
101220225,Annonaceae,porcelia,porcelia ponderosa,14,7,2019,195
9690,Annonaceae,porcelia,porcelia ponderosa,21,9,1994,264
v0099487f,Annonaceae,porcelia,porcelia ponderosa,9,8,1968,222
3100154,Annonaceae,porcelia,porcelia ponderosa,6,4,2006,96
865641,Annonaceae,porcelia,porcelia ponderosa,5,8,1933,217
v0543173f,Annonaceae,porcelia,porcelia ponderosa,8,10,1979,281
u.1080029,Annonaceae,porcelia,porcelia ponderosa,12,3,1992,72
u.1064931,Annonaceae,porcelia,porcelia ponderosa,1,10,1988,275
v0543179f,Annonaceae,porcelia,porcelia ponderosa,1,9,1979,244
865636,Annonaceae,porcelia,porcelia ponderosa,1,8,1933,213
bm000553991,Annonaceae,porcelia,porcelia ponderosa,9,11,1902,313
26059,Annonaceae,porcelia,porcelia ponderosa,11,9,1902,254
u.1064933,Annonaceae,porcelia,porcelia ponderosa,5,10,1985,278
26060,Annonaceae,porcelia,porcelia ponderosa,11,9,1902,254
1852637,Annonaceae,porcelia,porcelia ponderosa,2,12,1996,337
u  0089452,Annonaceae,porcelia,porcelia ponderosa,3,10,1992,277
u.1064938,Annonaceae,porcelia,porcelia ponderosa,9,5,1990,129
3392648,Annonaceae,porcelia,porcelia ponderosa,8,5,1933,128
1821147,Annonaceae,porcelia,porcelia ponderosa,5,9,1990,248
3392470,Annonaceae,porcelia,porcelia ponderosa,3,12,1992,338
1866895,Annonaceae,porcelia,porcelia ponderosa,11,9,1996,255
2703875,Annonaceae,porcelia,porcelia ponderosa,5,4,2005,95
755560,Annonaceae,porcelia,porcelia ponderosa,9,12,1982,343
3032696,Annonaceae,porcelia,porcelia ponderosa,6,10,2006,279
755948,Annonaceae,porcelia,porcelia ponderosa,9,11,1986,313
3392792,Annonaceae,porcelia,porcelia ponderosa,8,5,1933,128
3026924,Annonaceae,porcelia,porcelia ponderosa,6,4,2006,96
3109224,Annonaceae,porcelia,porcelia ponderosa,5,12,2005,339
3393055,Annonaceae,porcelia,porcelia ponderosa,8,9,1968,252
u.1064936,Annonaceae,porcelia,porcelia ponderosa,11,9,1986,254
182078,Annonaceae,porcelia,porcelia ponderosa,12,3,1992,72
u  0050260,Annonaceae,porcelia,porcelia ponderosa,5,8,1933,217
1867211,Annonaceae,porcelia,porcelia ponderosa,3,9,2002,246
u.1064932,Annonaceae,porcelia,porcelia ponderosa,5,10,1985,278
26058,Annonaceae,porcelia,porcelia ponderosa,11,9,1902,254
l.1052672,Annonaceae,porcelia,porcelia ponderosa,5,8,1933,217
u.1064990,Annonaceae,porcelia,porcelia ponderosa,3,10,1992,277
u  0263122,Annonaceae,porcelia,porcelia ponderosa,5,8,1933,217
u.1080027,Annonaceae,porcelia,porcelia ponderosa,5,8,1933,217
3394341,Annonaceae,porcelia,porcelia ponderosa,10,8,1926,222
l.1052673,Annonaceae,porcelia,porcelia ponderosa,5,8,1933,217
1664046,Annonaceae,porcelia,porcelia ponderosa,8,5,1933,128
2864974,Annonaceae,porcelia,porcelia ponderosa,8,9,1968,252
1441787,Annonaceae,porcelia,porcelia ponderosa,9,11,1902,313
s/pl/16667,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
rb01168867,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
v0217061f,Euphorbiaceae,sagotia,sagotia brachysepala,28,3,1982,87
v0217059f,Euphorbiaceae,sagotia,sagotia brachysepala,30,5,1990,150
mpeg.fan 00204234,Euphorbiaceae,sagotia,sagotia brachysepala,21,7,2007,202
mpeg.fan 00008724,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1907,258
v0217060f,Euphorbiaceae,sagotia,sagotia brachysepala,19,11,1979,323
mpeg.fan 00206380,Euphorbiaceae,sagotia,sagotia brachysepala,29,2,2008,60
mpeg.fan 00106216,Euphorbiaceae,sagotia,sagotia brachysepala,15,6,1982,166
148549,Euphorbiaceae,sagotia,sagotia brachysepala,20,9,1986,263
182388,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
mpeg.fan 00135059,Euphorbiaceae,sagotia,sagotia brachysepala,22,6,1988,174
112645,Euphorbiaceae,sagotia,sagotia brachysepala,14,5,1983,134
54011,Euphorbiaceae,sagotia,sagotia brachysepala,19,11,1975,323
46674,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
29269,Euphorbiaceae,sagotia,sagotia brachysepala,14,3,1971,73
u.1267910,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1997,258
u.1267882,Euphorbiaceae,sagotia,sagotia brachysepala,29,10,1976,303
48040,Euphorbiaceae,sagotia,sagotia brachysepala,20,2,1974,51
112751,Euphorbiaceae,sagotia,sagotia brachysepala,20,5,1983,140
,Euphorbiaceae,sagotia,sagotia brachysepala,27,11,1980,332
,Euphorbiaceae,sagotia,sagotia brachysepala,25,9,1963,268
v0217057f,Euphorbiaceae,sagotia,sagotia brachysepala,31,8,1963,243
1065429,Euphorbiaceae,sagotia,sagotia brachysepala,26,10,1973,299
1477831,Euphorbiaceae,sagotia,sagotia brachysepala,15,2,1971,46
v0528287f,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1989,258
1477841,Euphorbiaceae,sagotia,sagotia brachysepala,18,11,1977,322
1477834,Euphorbiaceae,sagotia,sagotia brachysepala,27,11,1987,331
1477833,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1986,232
1477843,Euphorbiaceae,sagotia,sagotia brachysepala,18,11,1977,322
u.1267913,Euphorbiaceae,sagotia,sagotia brachysepala,31,8,1963,243
u.1267924,Euphorbiaceae,sagotia,sagotia brachysepala,20,9,1997,263
mpeg.fan 00206382,Euphorbiaceae,sagotia,sagotia brachysepala,29,2,2008,60
u.1267896,Euphorbiaceae,sagotia,sagotia brachysepala,19,9,1980,263
u.1267888,Euphorbiaceae,sagotia,sagotia brachysepala,24,10,1952,298
u.1267893,Euphorbiaceae,sagotia,sagotia brachysepala,14,3,1971,73
46670,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
44391,Euphorbiaceae,sagotia,sagotia brachysepala,21,2,1974,52
171070,Euphorbiaceae,sagotia,sagotia brachysepala,27,11,1987,331
230425,Euphorbiaceae,sagotia,sagotia brachysepala,20,11,2008,325
167474,Euphorbiaceae,sagotia,sagotia brachysepala,24,5,1987,144
48035,Euphorbiaceae,sagotia,sagotia brachysepala,20,2,1974,51
246808,Euphorbiaceae,sagotia,sagotia brachysepala,30,6,2012,182
146216,Euphorbiaceae,sagotia,sagotia brachysepala,15,11,1985,319
143735,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1986,232
220709,Euphorbiaceae,sagotia,sagotia brachysepala,22,9,1993,265
143758,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1986,232
84011,Euphorbiaceae,sagotia,sagotia brachysepala,16,5,1978,136
28882,Euphorbiaceae,sagotia,sagotia brachysepala,15,2,1971,46
41361,Euphorbiaceae,sagotia,sagotia brachysepala,24,9,1973,267
143775,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1986,232
52628,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1975,258
v0528293f,Euphorbiaceae,sagotia,sagotia brachysepala,30,9,1987,273
85744,Euphorbiaceae,sagotia,sagotia brachysepala,24,11,1975,328
v0528288f,Euphorbiaceae,sagotia,sagotia brachysepala,20,10,1987,293
1477835,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1986,232
u.1267920,Euphorbiaceae,sagotia,sagotia brachysepala,21,2,1997,52
u.1267915,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1992,295
u.1267891,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
l.3795306,Euphorbiaceae,sagotia,sagotia brachysepala,18,4,1998,108
rb01168853,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
1477842,Euphorbiaceae,sagotia,sagotia brachysepala,15,11,1985,319
1477838,Euphorbiaceae,sagotia,sagotia brachysepala,24,9,1973,267
u.1267886,Euphorbiaceae,sagotia,sagotia brachysepala,31,1,1961,31
rb01168855,Euphorbiaceae,sagotia,sagotia brachysepala,16,3,2016,76
1477830,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
u.1267902,Euphorbiaceae,sagotia,sagotia brachysepala,26,10,1973,299
u.1267894,Euphorbiaceae,sagotia,sagotia brachysepala,23,11,1988,328
u  0075143,Euphorbiaceae,sagotia,sagotia brachysepala,19,9,1980,263
u.1267885,Euphorbiaceae,sagotia,sagotia brachysepala,31,1,1961,31
u.1267925,Euphorbiaceae,sagotia,sagotia brachysepala,25,8,1999,237
u.1267923,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1997,258
u.1267897,Euphorbiaceae,sagotia,sagotia brachysepala,27,10,2001,300
u.1267758,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1994,232
43389,Euphorbiaceae,sagotia,sagotia brachysepala,26,10,1973,299
u.1267912,Euphorbiaceae,sagotia,sagotia brachysepala,31,8,1963,243
u.1267905,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1907,258
97315,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1979,294
v0528289f,Euphorbiaceae,sagotia,sagotia brachysepala,19,11,1979,323
1477840,Euphorbiaceae,sagotia,sagotia brachysepala,16,2,1971,47
u.1267907,Euphorbiaceae,sagotia,sagotia brachysepala,15,2,1971,46
1477848,Euphorbiaceae,sagotia,sagotia brachysepala,14,3,1971,73
u.1267890,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
1477844,Euphorbiaceae,sagotia,sagotia brachysepala,16,5,1978,136
rb01392891,Euphorbiaceae,sagotia,sagotia brachysepala,20,9,2017,263
u.1267901,Euphorbiaceae,sagotia,sagotia brachysepala,21,2,1974,52
u.1267922,Euphorbiaceae,sagotia,sagotia brachysepala,18,2,1997,49
u.1267898,Euphorbiaceae,sagotia,sagotia brachysepala,25,10,2001,298
u.1267903,Euphorbiaceae,sagotia,sagotia brachysepala,24,9,1973,267
u.1267899,Euphorbiaceae,sagotia,sagotia brachysepala,22,10,1988,296
u.1267881,Euphorbiaceae,sagotia,sagotia brachysepala,29,10,1976,303
u  0075132,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1992,295
u  0046139,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1907,258
u.1267921,Euphorbiaceae,sagotia,sagotia brachysepala,21,2,1997,52
l.3795307,Euphorbiaceae,sagotia,sagotia brachysepala,18,4,1998,108
1477837,Euphorbiaceae,sagotia,sagotia brachysepala,21,2,1974,52
1477832,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
rb01168865,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
rb01168864,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
rb01168851,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
u.1267892,Euphorbiaceae,sagotia,sagotia brachysepala,16,2,1971,47
rb01168868,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
rb01168866,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
u.1267911,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1997,258
rb01168850,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
rb01238245,Euphorbiaceae,sagotia,sagotia brachysepala,28,5,2013,148
rb01189162,Euphorbiaceae,sagotia,sagotia brachysepala,28,4,2015,118
u.1267757,Euphorbiaceae,sagotia,sagotia brachysepala,22,8,1967,234
rb01220486,Euphorbiaceae,sagotia,sagotia brachysepala,28,5,2013,148
rb00112358,Euphorbiaceae,sagotia,sagotia brachysepala,23,8,1910,235
rb00080544,Euphorbiaceae,sagotia,sagotia brachysepala,20,5,1983,140
rb00147879,Euphorbiaceae,sagotia,sagotia brachysepala,15,11,1977,319
tex00533744,Euphorbiaceae,sagotia,sagotia brachysepala,18,11,1977,322
rb01168869,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
rb00113316,Euphorbiaceae,sagotia,sagotia brachysepala,14,5,1983,134
rb01168852,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
rb01238246,Euphorbiaceae,sagotia,sagotia brachysepala,28,5,2013,148
rb00112366,Euphorbiaceae,sagotia,sagotia brachysepala,15,9,1907,258
rb00088451,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1979,294
rb00112354,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
rb00088415,Euphorbiaceae,sagotia,sagotia brachysepala,27,11,1987,331
2832738,Euphorbiaceae,sagotia,sagotia brachysepala,29,10,1976,303
3150119,Euphorbiaceae,sagotia,sagotia brachysepala,22,9,1993,265
152885,Euphorbiaceae,sagotia,sagotia brachysepala,13,7,1992,195
3748,Euphorbiaceae,sagotia,sagotia brachysepala,24,5,1988,145
138515,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1985,294
235777,Euphorbiaceae,sagotia,sagotia brachysepala,24,5,1987,144
139584,Euphorbiaceae,sagotia,sagotia brachysepala,14,6,1989,165
147215,Euphorbiaceae,sagotia,sagotia brachysepala,30,5,1990,150
1090126,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1994,232
2958628,Euphorbiaceae,sagotia,sagotia brachysepala,31,8,1963,243
149094,Euphorbiaceae,sagotia,sagotia brachysepala,13,9,1990,256
100250822,Euphorbiaceae,sagotia,sagotia brachysepala,27,11,1987,331
2960739,Euphorbiaceae,sagotia,sagotia brachysepala,24,9,1973,267
2958506,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
2957932,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1974,261
2958264,Euphorbiaceae,sagotia,sagotia brachysepala,14,5,1983,134
2958148,Euphorbiaceae,sagotia,sagotia brachysepala,24,3,1988,84
144314,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1990,261
2845484,Euphorbiaceae,sagotia,sagotia brachysepala,25,9,1963,268
2960607,Euphorbiaceae,sagotia,sagotia brachysepala,22,4,1988,113
100697298,Euphorbiaceae,sagotia,sagotia brachysepala,28,9,2013,271
2958511,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1992,295
1845057,Euphorbiaceae,sagotia,sagotia brachysepala,26,6,1980,178
155212,Euphorbiaceae,sagotia,sagotia brachysepala,26,5,1988,147
1840164,Euphorbiaceae,sagotia,sagotia brachysepala,30,7,1978,211
2958202,Euphorbiaceae,sagotia,sagotia brachysepala,21,10,1979,294
1288718,Euphorbiaceae,sagotia,sagotia brachysepala,18,4,1998,108
2959561,Euphorbiaceae,sagotia,sagotia brachysepala,15,6,1982,166
144093,Euphorbiaceae,sagotia,sagotia brachysepala,14,12,1989,348
2958898,Euphorbiaceae,sagotia,sagotia brachysepala,24,3,1988,84
145178,Euphorbiaceae,sagotia,sagotia brachysepala,28,7,1985,209
2958583,Euphorbiaceae,sagotia,sagotia brachysepala,29,10,1976,303
2959726,Euphorbiaceae,sagotia,sagotia brachysepala,29,9,1985,272
2960189,Euphorbiaceae,sagotia,sagotia brachysepala,30,3,1953,89
2958686,Euphorbiaceae,sagotia,sagotia brachysepala,24,3,1988,84
2958982,Euphorbiaceae,sagotia,sagotia brachysepala,19,4,1988,110
2958417,Euphorbiaceae,sagotia,sagotia brachysepala,15,2,1971,46
2959442,Euphorbiaceae,sagotia,sagotia brachysepala,27,9,1984,271
2959382,Euphorbiaceae,sagotia,sagotia brachysepala,23,8,1987,235
7245,Euphorbiaceae,sagotia,sagotia brachysepala,23,11,2011,327
60306,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
2958764,Euphorbiaceae,sagotia,sagotia brachysepala,26,10,1973,299
148116,Euphorbiaceae,sagotia,sagotia brachysepala,20,10,1984,294
1844208,Euphorbiaceae,sagotia,sagotia brachysepala,22,6,1980,174
1310652,Euphorbiaceae,sagotia,sagotia brachysepala,24,3,1982,83
2960163,Euphorbiaceae,sagotia,sagotia brachysepala,25,9,1963,268
2959789,Euphorbiaceae,sagotia,sagotia brachysepala,18,11,1977,322
489914,Euphorbiaceae,sagotia,sagotia brachysepala,18,8,2016,231
101197975,Euphorbiaceae,sagotia,sagotia brachysepala,19,8,2009,231
2958887,Euphorbiaceae,sagotia,sagotia brachysepala,21,2,1974,52
1311137,Euphorbiaceae,sagotia,sagotia brachysepala,28,3,1982,87
17527,Euphorbiaceae,sagotia,sagotia brachysepala,15,6,2017,166
13337,Euphorbiaceae,sagotia,sagotia brachysepala,28,7,2016,210
13554,Euphorbiaceae,sagotia,sagotia brachysepala,18,8,2016,231
152627,Euphorbiaceae,sagotia,sagotia brachysepala,30,6,1992,182
179154,Euphorbiaceae,sagotia,sagotia brachysepala,17,8,1990,229
54450,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
2958193,Euphorbiaceae,sagotia,sagotia brachysepala,15,6,1982,166
144265,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1990,261
36270,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
24392,Euphorbiaceae,sagotia,sagotia brachysepala,30,7,2014,211
1843796,Euphorbiaceae,sagotia,sagotia brachysepala,19,6,1980,171
5152,Euphorbiaceae,sagotia,sagotia brachysepala,18,11,1977,322
2958792,Euphorbiaceae,sagotia,sagotia brachysepala,21,5,1988,142
144293,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1990,261
2958077,Euphorbiaceae,sagotia,sagotia brachysepala,18,9,1991,261
1843981,Euphorbiaceae,sagotia,sagotia brachysepala,20,6,1980,172
487951,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
2959677,Euphorbiaceae,sagotia,sagotia brachysepala,21,5,1967,141
487948,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
6728,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
487953,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
3538020,Euphorbiaceae,sagotia,sagotia brachysepala,22,9,1993,265
500004,Euphorbiaceae,sagotia,sagotia brachysepala,29,10,2015,302
502151,Euphorbiaceae,sagotia,sagotia brachysepala,28,3,2013,87
125801,Euphorbiaceae,sagotia,sagotia brachysepala,20,8,1986,232
15315,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
487949,Euphorbiaceae,sagotia,sagotia brachysepala,16,10,2015,289
3470363,Euphorbiaceae,sagotia,sagotia brachysepala,18,4,1998,108
47037,Euphorbiaceae,sagotia,sagotia brachysepala,14,5,1983,134
5008,Euphorbiaceae,sagotia,sagotia brachysepala,16,5,1978,136
235797,Euphorbiaceae,sagotia,sagotia brachysepala,16,7,2015,197
47039,Euphorbiaceae,sagotia,sagotia brachysepala,16,5,1978,136
235792,Euphorbiaceae,sagotia,sagotia brachysepala,18,10,2015,291
163009,Euphorbiaceae,sagotia,sagotia brachysepala,18,6,1987,169
235780,Euphorbiaceae,sagotia,sagotia brachysepala,20,11,2008,325
67456,Euphorbiaceae,sagotia,sagotia brachysepala,23,11,2011,327
186387,Euphorbiaceae,sagotia,sagotia brachysepala,27,9,1980,271
195634,Euphorbiaceae,sagotia,sagotia brachysepala,2,10,1998,275
,Euphorbiaceae,sagotia,sagotia brachysepala,9,7,1998,190
